"mouse_strain","parameter_group","parameter_name","gene_symbol","combined_pvalue"
"C57BL","Others","eosinophil cell count","CRABP2",0.866960366038622
"C57BL","Others","eosinophil cell count","CRACDL",0.206295473364729
"C57BL","Others","eosinophil cell count","CRYGC",0.813521908634009
"C57BL","Others","eosinophil cell count","CST9",0.473614871889633
"C57BL","Others","eosinophil cell count","CSTAD",0.657275040886752
"C57BL","Others","eosinophil cell count","CTSO",0.887308797582879
"C57BL","Others","eosinophil cell count","D430041D05RIK",0.412873899034855
"C57BL","Others","eosinophil cell count","DAPL1",0.23909018166908
"C57BL","Others","eosinophil cell count","DDX31",0.562636468143684
"C57BL","Others","eosinophil cell count","DHX35",0.570772034309503
"C57BL","Others","eosinophil cell count","DNAH7B",0.246981381330621
"C57BL","Others","eosinophil cell count","DNAJB14",0.729195160545053
"C57BL","Others","eosinophil cell count","DNER",0.2681623
"C57BL","Others","eosinophil cell count","DPP10",0.74922823795391
"C57BL","Others","eosinophil cell count","DYTN",0.893535945221248
"C57BL","Others","eosinophil cell count","ECHDC3",0.269770228374577
"C57BL","Others","eosinophil cell count","EFCAB2",0.814693771960635
"C57BL","Others","eosinophil cell count","ENKUR",0.0795995358727228
"C57BL","Others","eosinophil cell count","EXO5",0.46754720183305
"C57BL","Others","eosinophil cell count","EYA3",0.863536398221798
"C57BL","Others","eosinophil cell count","FABP3",0.24427409824084
"C57BL","Others","eosinophil cell count","FAM117B",0.818965392100588
"C57BL","Others","eosinophil cell count","FASTKD2",0.359109481491135
"C57BL","Others","eosinophil cell count","FBXO36",0.946293434368488
"C57BL","Others","eosinophil cell count","FCGR3",0.472808236977479
"C57BL","Others","eosinophil cell count","FCRLA",0.815464347820838
"C57BL","Others","eosinophil cell count","FGF7",0.758495544797604
"C57BL","Others","eosinophil cell count","FOCAD",0.409184753829838
"C57BL","Others","eosinophil cell count","FOXO1",0.660390476676824
"C57BL","Others","eosinophil cell count","FREY1",0.630997020262777
"C57BL","Others","eosinophil cell count","FSBP",0.370428482071403
"C57BL","Others","eosinophil cell count","GAPVD1",0.425433221418436
"C57BL","Others","eosinophil cell count","GAR1",0.179008024684156
"C57BL","Others","eosinophil cell count","GARNL3",0.832516153397596
"C57BL","Others","eosinophil cell count","GFM1",0.980125553473097
"C57BL","Others","eosinophil cell count","GPR63",0.205909880609697
"C57BL","Others","eosinophil cell count","GYG1",0.350172513202157
"C57BL","Others","eosinophil cell count","GZF1",0.938860818406729
"C57BL","Others","eosinophil cell count","HPDL",0.519929002687546
"C57BL","Others","eosinophil cell count","HTR2B",0.293091369860323
"C57BL","Others","eosinophil cell count","ICOS",0.93935973514576
"C57BL","Others","eosinophil cell count","IDH3B",0.858801784071181
"C57BL","Others","eosinophil cell count","IKBKE",0.971544433518485
"C57BL","Others","eosinophil cell count","IL1RL1",0.327454687241229
"C57BL","Others","eosinophil cell count","IL2RA",0.782651076422228
"C57BL","Others","eosinophil cell count","IL36RN",0.981580511961937
"C57BL","Others","eosinophil cell count","INAVA",0.425337535248126
"C57BL","Others","eosinophil cell count","INO80D",0.934491466694558
"C57BL","Others","eosinophil cell count","ITGA8",0.612997661162161
"C57BL","Others","eosinophil cell count","ITGB6",0.559712719882168
"C57BL","Others","eosinophil cell count","KANSL1L",0.220094405131814
"C57BL","Others","eosinophil cell count","KCNB2",0.277937849593783
"C57BL","Others","eosinophil cell count","KCNH7",0.588249155748116
"C57BL","Others","eosinophil cell count","KCNJ3",0.974304293012223
"C57BL","Others","eosinophil cell count","KCNT1",0.805859304893767
"C57BL","Others","eosinophil cell count","KIF26B",0.477449604871773
"C57BL","Others","eosinophil cell count","KLF4",0.0916805516558805
"C57BL","Others","eosinophil cell count","KLHL12",0.845132361524105
"C57BL","Others","eosinophil cell count","KTI12",0.904761053331745
"C57BL","Others","eosinophil cell count","LANCL1",0.173669137254448
"C57BL","Others","eosinophil cell count","LCT",0.510416297481034
"C57BL","Others","eosinophil cell count","LDLRAD1",0.994110073017771
"C57BL","Others","eosinophil cell count","LIPT1",0.24957512734619
"C57BL","Others","eosinophil cell count","MAP3K20",0.798132994526573
"C57BL","Others","eosinophil cell count","MDK",0.266509600449169
"C57BL","Others","eosinophil cell count","METTL18",0.713576037166646
"C57BL","Others","eosinophil cell count","MGME1",0.650729824909366
"C57BL","Others","eosinophil cell count","MMP16",0.767683541489536
"C57BL","Others","eosinophil cell count","MNDAL",0.788997004414213
"C57BL","Others","eosinophil cell count","MPZL1",0.24235316848826
"C57BL","Others","eosinophil cell count","MROH8",0.739365547788542
"C57BL","Others","eosinophil cell count","MYO1B",0.1713472
"C57BL","Others","eosinophil cell count","MYO3B",0.6772614693875
"C57BL","Others","eosinophil cell count","MYOM3",0.360450207293332
"C57BL","Others","eosinophil cell count","NAXE",0.123799079207518
"C57BL","Others","eosinophil cell count","NDUFA10",0.26577547197425
"C57BL","Others","eosinophil cell count","NDUFB5",0.864044301668424
"C57BL","Others","eosinophil cell count","NDUFS2",0.439779607725951
"C57BL","Others","eosinophil cell count","NEK7",0.877561295159252
"C57BL","Others","eosinophil cell count","NOXA1",0.3081884
"C57BL","Others","eosinophil cell count","NPR2",0.851232657651091
"C57BL","Others","eosinophil cell count","NSL1",0.440635570151751
"C57BL","Others","eosinophil cell count","OGFR",0.971894421917829
"C57BL","Others","eosinophil cell count","OR8H8",0.391317001339287
"C57BL","Others","eosinophil cell count","ORC3",0.0943170666664039
"C57BL","Others","eosinophil cell count","P2RY14",0.796437524443239
"C57BL","Others","eosinophil cell count","PABPC4",0.936222669775158
"C57BL","Others","eosinophil cell count","PANK2",0.742741937680009
"C57BL","Others","eosinophil cell count","PATJ",0.772586957797448
"C57BL","Others","eosinophil cell count","PDE1A",0.42739612573895
"C57BL","Others","eosinophil cell count","PDHX",0.412521658747784
"C57BL","Others","eosinophil cell count","PER2",0.198183813183794
"C57BL","Others","eosinophil cell count","PGAP4",0.82002029316761
"C57BL","Others","eosinophil cell count","PHC3",0.760291045807676
"C57BL","Others","eosinophil cell count","PM20D1",0.072081766297485
"C57BL","Others","eosinophil cell count","PMEPA1",0.362470590498437
"C57BL","Others","eosinophil cell count","PNKD",0.726613473895148
"C57BL","Others","eosinophil cell count","PPIE",0.0633228446066252
"C57BL","Others","eosinophil cell count","PPP1R12B",0.0610779995984471
"C57BL","Others","eosinophil cell count","PPP1R14D",0.223620391620851
"C57BL","Others","eosinophil cell count","PROK1",0.993072508697636
"C57BL","Others","eosinophil cell count","PTER",0.836625583581988
"C57BL","Others","eosinophil cell count","PTPRD",0.466098360177434
"C57BL","Others","eosinophil cell count","QSOX2",0.106096380456345
"C57BL","Others","eosinophil cell count","RAPGEF1",0.0798061599666389
"C57BL","Others","eosinophil cell count","REG4",0.888078505075601
"C57BL","Others","eosinophil cell count","RGS19",0.347821873898555
"C57BL","Others","eosinophil cell count","RIN2",0.556025427294919
"C57BL","Others","eosinophil cell count","RRBP1",0.788863785177606
"C57BL","Others","eosinophil cell count","RTN4RL2",0.635659480627186
"C57BL","Others","eosinophil cell count","SARDH",0.563741982532702
"C57BL","Others","eosinophil cell count","SCG5",0.894666066601654
"C57BL","Others","eosinophil cell count","SDC3",0.912013548176596
"C57BL","Others","eosinophil cell count","SDHC",0.910808899145895
"C57BL","Others","eosinophil cell count","SERINC2",0.657496978660202
"C57BL","Others","eosinophil cell count","SERPINB3C",0.413984321778752
"C57BL","Others","eosinophil cell count","SLC12A5",0.0569266837335545
"C57BL","Others","eosinophil cell count","SLC22A15",0.908261443309107
"C57BL","Others","eosinophil cell count","SLC26A9",0.975550043761182
"C57BL","Others","eosinophil cell count","SLC2A10",0.13042871932251
"C57BL","Others","eosinophil cell count","SLC9B1",0.668662044153317
"C57BL","Others","eosinophil cell count","SMYD3",0.239442324663601
"C57BL","Others","eosinophil cell count","SNIP1",0.782639779395709
"C57BL","Others","eosinophil cell count","SNRNP200",0.837602965219017
"C57BL","Others","eosinophil cell count","SPACA9",0.277986337479424
"C57BL","Others","eosinophil cell count","SPAG4",0.578738621460261
"C57BL","Others","eosinophil cell count","SRSF4",0.318174034146643
"C57BL","Others","eosinophil cell count","ST8SIA6",0.787141447473449
"C57BL","Others","eosinophil cell count","STOML2",0.0495839840545638
"C57BL","Others","eosinophil cell count","SUMO1",0.893444933715505
"C57BL","Others","eosinophil cell count","TCHHL1",0.999276987967543
"C57BL","Others","eosinophil cell count","TESK2",0.822031989807943
"C57BL","Others","eosinophil cell count","TIPARP",0.076082888414855
"C57BL","Others","eosinophil cell count","TMCC2",0.715392484890355
"C57BL","Others","eosinophil cell count","TMEM163",0.0670303321624688
"C57BL","Others","eosinophil cell count","TMEM185B",0.507880385073329
"C57BL","Others","eosinophil cell count","TMEM198",0.65849219536314
"C57BL","Others","eosinophil cell count","TMEM237",0.0483631298383522
"C57BL","Others","eosinophil cell count","TMEM35B",0.945725858839535
"C57BL","Others","eosinophil cell count","TNIK",0.963459612650581
"C57BL","Others","eosinophil cell count","TOPORS",0.723045769088823
"C57BL","Others","eosinophil cell count","TRIM14",0.854322920912854
"C57BL","Others","eosinophil cell count","TTI1",0.754528773599823
"C57BL","Others","eosinophil cell count","TTLL11",0.931990954843847
"C57BL","Others","eosinophil cell count","UCHL5",0.678082541664794
"C57BL","Others","eosinophil cell count","UQCRH",0.347728023802684
"C57BL","Others","eosinophil cell count","VWA3B",0.278445090981143
"C57BL","Others","eosinophil cell count","VWC2L",0.244258220215373
"C57BL","Others","eosinophil cell count","XKR4",0.777005164007888
"C57BL","Others","eosinophil cell count","YPEL4",0.487415291492293
"C57BL","Others","eosinophil cell count","ZCCHC17",0.862874396047906
"C57BL","Others","eosinophil cell count","ZFP704",0.1368611
"C57BL","Others","eosinophil cell count","ZGRF1",0.325166118497322
"C57BL","Others","eosinophil cell count","ZHX3",0.471739724287465
"C57BL","Others","eosinophil cell count","ZMYM6",0.283979958025554
"C57BL","Others","eosinophil cell count","ZNFX1",0.144176792770646
"C57BL","Others","eosinophil cell count","ZRANB2",0.987356387650887
"C57BL","Others","eosinophil differential count","A830018L16RIK",0.942238830699504
"C57BL","Others","eosinophil differential count","ACCSL",0.296271701887719
"C57BL","Others","eosinophil differential count","ACP2",0.0645370935085152
"C57BL","Others","eosinophil differential count","ACTL6A",0.49724971244894
"C57BL","Others","eosinophil differential count","ACTRT3",0.168165401030954
"C57BL","Others","eosinophil differential count","ACVR2A",0.000170157000344395
"C57BL","Others","eosinophil differential count","ADAM30",0.622214207231096
"C57BL","Others","eosinophil differential count","AHDC1",0.194040275339324
"C57BL","Others","eosinophil differential count","AMPD2",0.0586132746870941
"C57BL","Others","eosinophil differential count","ANGPTL3",0.111818743193385
"C57BL","Others","eosinophil differential count","ANKRD60",0.636955723731614
"C57BL","Others","eosinophil differential count","AP4E1",0.994394778491111
"C57BL","Others","eosinophil differential count","ARHGAP11A",0.51159718588071
"C57BL","Others","eosinophil differential count","ARHGEF11",0.271845035506342
"C57BL","Others","eosinophil differential count","ARID3C",0.832116406201055
"C57BL","Others","eosinophil differential count","ASXL1",0.613650208936341
"C57BL","Others","eosinophil differential count","ATXN7L2",0.961561629886546
"C57BL","Others","eosinophil differential count","B3GALT2",0.278369175628217
"C57BL","Others","eosinophil differential count","BCAR3",0.477899617373499
"C57BL","Others","eosinophil differential count","BIRC7",0.231896085869962
"C57BL","Others","eosinophil differential count","BLZF1",0.629022052943063
"C57BL","Others","eosinophil differential count","CACNA1S",0.773173006321791
"C57BL","Others","eosinophil differential count","CAMK1D",0.883514332284668
"C57BL","Others","eosinophil differential count","CAPN8",0.802014197685585
"C57BL","Others","eosinophil differential count","CAPZA1",0.145453668966815
"C57BL","Others","eosinophil differential count","CCDC93",0.59412123281746
"C57BL","Others","eosinophil differential count","CCL20",0.613590023498671
"C57BL","Others","eosinophil differential count","CD84",0.657078960581134
"C57BL","Others","eosinophil differential count","CDC14A",0.453924283814646
"C57BL","Others","eosinophil differential count","CDNF",0.515262272688814
"C57BL","Others","eosinophil differential count","CENPE",0.58447393636928
"C57BL","Others","eosinophil differential count","CER1",0.786132413729692
"C57BL","Others","eosinophil differential count","CHRM4",0.5412508
"C57BL","Others","eosinophil differential count","CIMIP2B",0.842977114321499
"C57BL","Others","eosinophil differential count","CNNM3",0.460492727104675
"C57BL","Others","eosinophil differential count","CNOT9",0.318872678986308
"C57BL","Others","eosinophil differential count","CNR2",0.970692222695728
"C57BL","Others","eosinophil differential count","COL16A1",0.135285442562847
"C57BL","Others","eosinophil differential count","COQ4",0.795357777934043
"C57BL","Others","eosinophil differential count","CRABP2",0.166060430667151
"C57BL","Others","eosinophil differential count","CRACDL",0.281285455701851
"C57BL","Others","eosinophil differential count","CRYGC",0.665116522112091
"C57BL","Others","eosinophil differential count","CST9",0.817243480554579
"C57BL","Others","eosinophil differential count","CSTAD",0.413986018124902
"C57BL","Others","eosinophil differential count","CTSO",0.3604982
"C57BL","Others","eosinophil differential count","D430041D05RIK",0.557083470235457
"C57BL","Others","eosinophil differential count","DAPL1",0.138978357564562
"C57BL","Others","eosinophil differential count","DDX31",0.741964232186327
"C57BL","Others","eosinophil differential count","DHX35",0.594845412907225
"C57BL","Others","eosinophil differential count","DNAH7B",0.654049935423967
"C57BL","Others","eosinophil differential count","DNAJB14",0.131278433919809
"C57BL","Others","eosinophil differential count","DNER",0.722353934925098
"C57BL","Others","eosinophil differential count","DPP10",0.892682732337737
"C57BL","Others","eosinophil differential count","DYTN",0.927774719828978
"C57BL","Others","eosinophil differential count","ECHDC3",0.347006867369471
"C57BL","Others","eosinophil differential count","EFCAB2",0.9877648
"C57BL","Others","eosinophil differential count","ENKUR",0.102847071764551
"C57BL","Others","eosinophil differential count","EXO5",0.223568440602352
"C57BL","Others","eosinophil differential count","EYA3",0.763247090876711
"C57BL","Others","eosinophil differential count","FABP3",0.904325459647673
"C57BL","Others","eosinophil differential count","FAM117B",0.898192627312976
"C57BL","Others","eosinophil differential count","FASTKD2",0.246826413687592
"C57BL","Others","eosinophil differential count","FBXO36",0.994788560158471
"C57BL","Others","eosinophil differential count","FCGR3",0.349305612083163
"C57BL","Others","eosinophil differential count","FCRLA",0.529601752958739
"C57BL","Others","eosinophil differential count","FGF7",0.238887046996645
"C57BL","Others","eosinophil differential count","FOCAD",0.958834769535075
"C57BL","Others","eosinophil differential count","FOXO1",0.281718913252629
"C57BL","Others","eosinophil differential count","FREY1",0.760771949070436
"C57BL","Others","eosinophil differential count","FSBP",0.343523917697917
"C57BL","Others","eosinophil differential count","GAPVD1",0.355041431135448
"C57BL","Others","eosinophil differential count","GAR1",0.417945573130665
"C57BL","Others","eosinophil differential count","GARNL3",0.0520240407619711
"C57BL","Others","eosinophil differential count","GFM1",0.290384
"C57BL","Others","eosinophil differential count","GPR63",0.531904899620658
"C57BL","Others","eosinophil differential count","GYG1",0.655937359184048
"C57BL","Others","eosinophil differential count","GZF1",0.676550299226271
"C57BL","Others","eosinophil differential count","HPDL",0.527443367066507
"C57BL","Others","eosinophil differential count","HTR2B",0.371633913206053
"C57BL","Others","eosinophil differential count","ICOS",0.0930581342393516
"C57BL","Others","eosinophil differential count","IDH3B",0.154285337291713
"C57BL","Others","eosinophil differential count","IKBKE",0.596330529784968
"C57BL","Others","eosinophil differential count","IL1RL1",0.450564748851191
"C57BL","Others","eosinophil differential count","IL2RA",0.605968014171594
"C57BL","Others","eosinophil differential count","IL36RN",0.915951930096015
"C57BL","Others","eosinophil differential count","INAVA",0.674529508246547
"C57BL","Others","eosinophil differential count","INO80D",0.725759540761596
"C57BL","Others","eosinophil differential count","ITGA8",0.821763312913552
"C57BL","Others","eosinophil differential count","ITGB6",0.156605878287386
"C57BL","Others","eosinophil differential count","KANSL1L",0.790101241201872
"C57BL","Others","eosinophil differential count","KCNB2",0.183598067419918
"C57BL","Others","eosinophil differential count","KCNH7",0.644514981715441
"C57BL","Others","eosinophil differential count","KCNJ3",0.1604706
"C57BL","Others","eosinophil differential count","KCNT1",0.694233352838836
"C57BL","Others","eosinophil differential count","KIF26B",0.182443879590173
"C57BL","Others","eosinophil differential count","KLF4",0.333680224553093
"C57BL","Others","eosinophil differential count","KLHL12",0.531807936362036
"C57BL","Others","eosinophil differential count","KTI12",0.768371910983359
"C57BL","Others","eosinophil differential count","LANCL1",0.976196779038244
"C57BL","Others","eosinophil differential count","LCT",0.724341861064126
"C57BL","Others","eosinophil differential count","LDLRAD1",0.785386646572988
"C57BL","Others","eosinophil differential count","LIPT1",0.457697023905673
"C57BL","Others","eosinophil differential count","MAP3K20",0.273021998444475
"C57BL","Others","eosinophil differential count","MDK",0.602742807035056
"C57BL","Others","eosinophil differential count","METTL18",0.637587514614369
"C57BL","Others","eosinophil differential count","MGME1",0.218192562145367
"C57BL","Others","eosinophil differential count","MMP16",0.777212375494906
"C57BL","Others","eosinophil differential count","MNDAL",0.756083213379865
"C57BL","Others","eosinophil differential count","MPZL1",0.836889418411599
"C57BL","Others","eosinophil differential count","MROH8",0.923358271833881
"C57BL","Others","eosinophil differential count","MYO1B",0.687594475180239
"C57BL","Others","eosinophil differential count","MYO3B",0.869276499665464
"C57BL","Others","eosinophil differential count","MYOM3",0.867307494505296
"C57BL","Others","eosinophil differential count","NAXE",0.728659993852509
"C57BL","Others","eosinophil differential count","NDUFA10",0.5612295
"C57BL","Others","eosinophil differential count","NDUFB5",0.319757177178268
"C57BL","Others","eosinophil differential count","NDUFS2",0.420206429606925
"C57BL","Others","eosinophil differential count","NEK7",0.661972137761407
"C57BL","Others","eosinophil differential count","NOXA1",0.674748461122342
"C57BL","Others","eosinophil differential count","NPR2",0.121318116639607
"C57BL","Others","eosinophil differential count","NSL1",0.241436487542802
"C57BL","Others","eosinophil differential count","OGFR",0.224908100751214
"C57BL","Others","eosinophil differential count","OR8H8",0.4024216
"C57BL","Others","eosinophil differential count","ORC3",0.660226405648876
"C57BL","Others","eosinophil differential count","P2RY14",0.718231418171343
"C57BL","Others","eosinophil differential count","PABPC4",0.85204907274844
"C57BL","Others","eosinophil differential count","PANK2",0.33496933461497
"C57BL","Others","eosinophil differential count","PATJ",0.929324834415029
"C57BL","Others","eosinophil differential count","PDE1A",0.998318978384263
"C57BL","Others","eosinophil differential count","PDHX",0.703504992777585
"C57BL","Others","eosinophil differential count","PER2",0.404722617693117
"C57BL","Others","eosinophil differential count","PGAP4",0.622988221640063
"C57BL","Others","eosinophil differential count","PHC3",0.973924933205756
"C57BL","Others","eosinophil differential count","PM20D1",0.747704475401096
"C57BL","Others","eosinophil differential count","PMEPA1",0.410376886550643
"C57BL","Others","eosinophil differential count","PNKD",0.691643103275394
"C57BL","Others","eosinophil differential count","PPIE",0.984300310914621
"C57BL","Others","eosinophil differential count","PPP1R12B",0.948691433781003
"C57BL","Others","eosinophil differential count","PPP1R14D",0.0290781733527834
"C57BL","Others","eosinophil differential count","PROK1",0.193846579377914
"C57BL","Others","eosinophil differential count","PTER",0.91304356485144
"C57BL","Others","eosinophil differential count","PTPRD",0.181213072795034
"C57BL","Others","eosinophil differential count","QSOX2",0.779395063813265
"C57BL","Others","eosinophil differential count","RAPGEF1",0.16418642731063
"C57BL","Others","eosinophil differential count","REG4",0.492972399625554
"C57BL","Others","eosinophil differential count","RGS19",0.373029873106862
"C57BL","Others","eosinophil differential count","RIN2",0.710310722062841
"C57BL","Others","eosinophil differential count","RRBP1",0.970595119712594
"C57BL","Others","eosinophil differential count","RTN4RL2",0.927501547478563
"C57BL","Others","eosinophil differential count","SARDH",0.221965241932857
"C57BL","Others","eosinophil differential count","SCG5",0.191959828213294
"C57BL","Others","eosinophil differential count","SDC3",0.635963570516685
"C57BL","Others","eosinophil differential count","SDHC",0.564839203287405
"C57BL","Others","eosinophil differential count","SERINC2",0.899685920808826
"C57BL","Others","eosinophil differential count","SERPINB3C",0.761613961138227
"C57BL","Others","eosinophil differential count","SLC12A5",0.426245168098827
"C57BL","Others","eosinophil differential count","SLC22A15",0.876598904154707
"C57BL","Others","eosinophil differential count","SLC26A9",0.486079137205669
"C57BL","Others","eosinophil differential count","SLC2A10",0.719856401047147
"C57BL","Others","eosinophil differential count","SLC9B1",0.754707481873124
"C57BL","Others","eosinophil differential count","SMYD3",0.211278098666668
"C57BL","Others","eosinophil differential count","SNIP1",0.688843865258816
"C57BL","Others","eosinophil differential count","SNRNP200",0.0582101843272911
"C57BL","Others","eosinophil differential count","SPACA9",0.969136713929204
"C57BL","Others","eosinophil differential count","SPAG4",0.468336327229583
"C57BL","Others","eosinophil differential count","SRSF4",0.397894434539642
"C57BL","Others","eosinophil differential count","ST8SIA6",0.890899386129985
"C57BL","Others","eosinophil differential count","STOML2",0.912904555633785
"C57BL","Others","eosinophil differential count","SUMO1",0.267862685965184
"C57BL","Others","eosinophil differential count","TCHHL1",0.520843318832309
"C57BL","Others","eosinophil differential count","TESK2",0.154910310054189
"C57BL","Others","eosinophil differential count","TIPARP",0.945512746512854
"C57BL","Others","eosinophil differential count","TMCC2",0.203453163659945
"C57BL","Others","eosinophil differential count","TMEM163",0.986789432308199
"C57BL","Others","eosinophil differential count","TMEM185B",0.828931396481678
"C57BL","Others","eosinophil differential count","TMEM198",0.924093207615135
"C57BL","Others","eosinophil differential count","TMEM237",0.216454243730429
"C57BL","Others","eosinophil differential count","TMEM35B",0.101912671056039
"C57BL","Others","eosinophil differential count","TNIK",0.748486377997719
"C57BL","Others","eosinophil differential count","TOPORS",0.6396302
"C57BL","Others","eosinophil differential count","TRIM14",0.45187335195607
"C57BL","Others","eosinophil differential count","TTI1",0.229834338048145
"C57BL","Others","eosinophil differential count","TTLL11",0.953119692753402
"C57BL","Others","eosinophil differential count","UCHL5",0.352891461649037
"C57BL","Others","eosinophil differential count","UQCRH",0.349155126570998
"C57BL","Others","eosinophil differential count","VWA3B",0.205363375208854
"C57BL","Others","eosinophil differential count","VWC2L",0.617663097110656
"C57BL","Others","eosinophil differential count","XKR4",0.607036969635305
"C57BL","Others","eosinophil differential count","YPEL4",0.954815837764599
"C57BL","Others","eosinophil differential count","ZCCHC17",0.983710790310642
"C57BL","Others","eosinophil differential count","ZFP704",0.361518236889458
"C57BL","Others","eosinophil differential count","ZGRF1",0.626687034358631
"C57BL","Others","eosinophil differential count","ZHX3",0.532954547201718
"C57BL","Others","eosinophil differential count","ZMYM6",0.80966215592257
"C57BL","Others","eosinophil differential count","ZNFX1",0.46932195957358
"C57BL","Others","eosinophil differential count","ZRANB2",0.619892440301265
"C57BL","Others","esn","A830018L16RIK",0.190616952965121
"C57BL","Others","esn","ACCSL",0.966601257324692
"C57BL","Others","esn","ACP2",0.78593494411232
"C57BL","Others","esn","ACTL6A",0.865977689546338
"C57BL","Others","esn","ACTRT3",0.795720725012354
"C57BL","Others","esn","ACVR2A",0.327050079700098
"C57BL","Others","esn","ADAM30",0.951373188121698
"C57BL","Others","esn","AHDC1",0.802668519566949
"C57BL","Others","esn","AMPD2",0.550321269731332
"C57BL","Others","esn","ANGPTL3",0.637800123765839
"C57BL","Others","esn","ANKRD60",0.328746586188149
"C57BL","Others","esn","AP4E1",0.987920837349364
"C57BL","Others","esn","ARHGAP11A",0.286330188751924
"C57BL","Others","esn","ARHGEF11",0.576887037004987
"C57BL","Others","esn","ARID3C",0.232512687028966
"C57BL","Others","esn","ASXL1",0.841923504375769
"C57BL","Others","esn","ATXN7L2",0.28612915288594
"C57BL","Others","esn","B3GALT2",0.171330099285743
"C57BL","Others","esn","BCAR3",0.990944335851311
"C57BL","Others","esn","BIRC7",0.738142882857942
"C57BL","Others","esn","BLZF1",0.940158662344909
"C57BL","Others","esn","CACNA1S",0.122698312786993
"C57BL","Others","esn","CAMK1D",0.72165977727028
"C57BL","Others","esn","CAPN8",0.1695127
"C57BL","Others","esn","CAPZA1",0.811878403769186
"C57BL","Others","esn","CCDC93",0.858493525476861
"C57BL","Others","esn","CCL20",0.168866582612407
"C57BL","Others","esn","CD84",0.567566256451908
"C57BL","Others","esn","CDC14A",0.234175017489412
"C57BL","Others","esn","CDNF",0.864471676627021
"C57BL","Others","esn","CENPE",0.5754505
"C57BL","Others","esn","CER1",0.585807387391579
"C57BL","Others","esn","CHRM4",0.835688170668623
"C57BL","Others","esn","CIMIP2B",0.12987295218355
"C57BL","Others","esn","CNNM3",0.708152151982812
"C57BL","Others","esn","CNOT9",0.482120134025648
"C57BL","Others","esn","CNR2",0.42626056163495
"C57BL","Others","esn","COL16A1",0.562079152962132
"C57BL","Others","esn","COQ4",0.125115306366104
"C57BL","Others","esn","CRABP2",0.903593617828162
"C57BL","Others","esn","CRACDL",0.972028255762327
"C57BL","Others","esn","CRYGC",0.903231780491782
"C57BL","Others","esn","CST9",0.498679035697024
"C57BL","Others","esn","CSTAD",0.0670967517187593
"C57BL","Others","esn","CTSO",0.297125234267245
"C57BL","Others","esn","D430041D05RIK",0.721389368895046
"C57BL","Others","esn","DAPL1",0.761228036227638
"C57BL","Others","esn","DDX31",0.428348194809168
"C57BL","Others","esn","DHX35",0.85788047051975
"C57BL","Others","esn","DNAH7B",0.725534307730349
"C57BL","Others","esn","DNAJB14",0.999411466628064
"C57BL","Others","esn","DNER",0.778884243385422
"C57BL","Others","esn","DPP10",0.987655638325948
"C57BL","Others","esn","DYTN",0.11589746009081
"C57BL","Others","esn","ECHDC3",0.23251754195155
"C57BL","Others","esn","EFCAB2",0.3552563
"C57BL","Others","esn","ENKUR",0.746706667642969
"C57BL","Others","esn","EXO5",0.615203706764883
"C57BL","Others","esn","EYA3",0.58962439018904
"C57BL","Others","esn","FABP3",0.145164340633383
"C57BL","Others","esn","FAM117B",0.790518139372398
"C57BL","Others","esn","FASTKD2",0.912589091121079
"C57BL","Others","esn","FBXO36",0.537798336215385
"C57BL","Others","esn","FCGR3",0.967682889067523
"C57BL","Others","esn","FCRLA",0.514514451775512
"C57BL","Others","esn","FGF7",0.996959661656351
"C57BL","Others","esn","FOCAD",0.701759796073636
"C57BL","Others","esn","FOXO1",0.936522247740776
"C57BL","Others","esn","FREY1",0.130241780207367
"C57BL","Others","esn","FSBP",0.726850799776214
"C57BL","Others","esn","GAPVD1",0.663765136356341
"C57BL","Others","esn","GAR1",0.417879810145614
"C57BL","Others","esn","GARNL3",0.814367488057258
"C57BL","Others","esn","GFM1",0.322195840222842
"C57BL","Others","esn","GPR63",0.0837073882155079
"C57BL","Others","esn","GYG1",0.875268549104053
"C57BL","Others","esn","GZF1",0.920692416462402
"C57BL","Others","esn","HPDL",0.538044996568652
"C57BL","Others","esn","HTR2B",0.621748029714733
"C57BL","Others","esn","ICOS",0.524980767332924
"C57BL","Others","esn","IDH3B",0.890661762662684
"C57BL","Others","esn","IKBKE",0.493031325558265
"C57BL","Others","esn","IL1RL1",0.292816793727302
"C57BL","Others","esn","IL2RA",0.28065418492236
"C57BL","Others","esn","IL36RN",0.865666188115439
"C57BL","Others","esn","INAVA",0.508025092452178
"C57BL","Others","esn","INO80D",0.792183255542998
"C57BL","Others","esn","ITGA8",0.624484377119316
"C57BL","Others","esn","ITGB6",0.0103316035967309
"C57BL","Others","esn","KANSL1L",0.130327533690006
"C57BL","Others","esn","KCNB2",0.572331684463867
"C57BL","Others","esn","KCNH7",0.6785426268671
"C57BL","Others","esn","KCNJ3",0.897040567974693
"C57BL","Others","esn","KCNT1",0.522743402126921
"C57BL","Others","esn","KIF26B",0.608339328618334
"C57BL","Others","esn","KLF4",0.915658905150633
"C57BL","Others","esn","KLHL12",0.502701130301758
"C57BL","Others","esn","KTI12",0.931453882779624
"C57BL","Others","esn","LANCL1",0.152858200254241
"C57BL","Others","esn","LCT",0.327429594388786
"C57BL","Others","esn","LDLRAD1",0.395390402581427
"C57BL","Others","esn","LIPT1",0.337574684905183
"C57BL","Others","esn","MAP3K20",0.787169888043995
"C57BL","Others","esn","MDK",0.482683813627272
