"mouse_strain","parameter_group","parameter_name","gene_symbol","combined_pvalue"
"C57BL","Others","esn","METTL18",0.622024329402699
"C57BL","Others","esn","MGME1",0.901242826777699
"C57BL","Others","esn","MMP16",0.200669437151221
"C57BL","Others","esn","MNDAL",0.547535123369293
"C57BL","Others","esn","MPZL1",0.984456366747496
"C57BL","Others","esn","MROH8",0.672536393245517
"C57BL","Others","esn","MYO1B",0.814259373089354
"C57BL","Others","esn","MYO3B",0.707623985920396
"C57BL","Others","esn","MYOM3",0.720105376387996
"C57BL","Others","esn","NAXE",0.792406014180191
"C57BL","Others","esn","NDUFA10",0.298949742316002
"C57BL","Others","esn","NDUFB5",0.660014029093285
"C57BL","Others","esn","NDUFS2",0.849823895668002
"C57BL","Others","esn","NEK7",0.816802136186146
"C57BL","Others","esn","NOXA1",0.335736743517074
"C57BL","Others","esn","NPR2",0.805249459017312
"C57BL","Others","esn","NSL1",0.379618430592362
"C57BL","Others","esn","OGFR",0.233834290877736
"C57BL","Others","esn","OR8H8",0.502037913726403
"C57BL","Others","esn","ORC3",0.348231254441585
"C57BL","Others","esn","P2RY14",0.961184151294982
"C57BL","Others","esn","PABPC4",0.862558053595403
"C57BL","Others","esn","PANK2",0.944775335994545
"C57BL","Others","esn","PATJ",0.582653266598207
"C57BL","Others","esn","PDE1A",0.983192064991302
"C57BL","Others","esn","PDHX",0.6687684791396
"C57BL","Others","esn","PER2",0.148779373526169
"C57BL","Others","esn","PGAP4",0.797936849286801
"C57BL","Others","esn","PHC3",0.0877554650197412
"C57BL","Others","esn","PM20D1",0.753873826064821
"C57BL","Others","esn","PMEPA1",0.843816432244359
"C57BL","Others","esn","PNKD",0.921163074434785
"C57BL","Others","esn","PPIE",0.503413880465621
"C57BL","Others","esn","PPP1R12B",0.582722454702543
"C57BL","Others","esn","PPP1R14D",0.884322663910352
"C57BL","Others","esn","PROK1",0.266206707239269
"C57BL","Others","esn","PTER",0.738101115925126
"C57BL","Others","esn","PTPRD",0.372118275633677
"C57BL","Others","esn","QSOX2",0.966642789782316
"C57BL","Others","esn","RAPGEF1",0.156045347464023
"C57BL","Others","esn","REG4",0.593250218029608
"C57BL","Others","esn","RGS19",0.506314879280322
"C57BL","Others","esn","RIN2",0.902355074189818
"C57BL","Others","esn","RRBP1",0.868487639784282
"C57BL","Others","esn","RTN4RL2",0.128947073499727
"C57BL","Others","esn","SARDH",0.726622002452141
"C57BL","Others","esn","SCG5",0.329517789988178
"C57BL","Others","esn","SDC3",0.278761501532906
"C57BL","Others","esn","SDHC",0.487648566530951
"C57BL","Others","esn","SERINC2",0.784590629043453
"C57BL","Others","esn","SERPINB3C",0.759689813785824
"C57BL","Others","esn","SLC12A5",0.840133983434156
"C57BL","Others","esn","SLC22A15",0.874048427029948
"C57BL","Others","esn","SLC26A9",0.419205928726989
"C57BL","Others","esn","SLC2A10",0.70677922241143
"C57BL","Others","esn","SLC9B1",0.922509300991979
"C57BL","Others","esn","SMYD3",0.194490150852935
"C57BL","Others","esn","SNIP1",0.263306966958639
"C57BL","Others","esn","SNRNP200",0.129321874938628
"C57BL","Others","esn","SPACA9",0.935046531625357
"C57BL","Others","esn","SPAG4",0.287067119389591
"C57BL","Others","esn","SRSF4",0.528096501124956
"C57BL","Others","esn","ST8SIA6",0.107072165954838
"C57BL","Others","esn","STOML2",0.407797172381092
"C57BL","Others","esn","SUMO1",0.945489792571813
"C57BL","Others","esn","TCHHL1",0.0662023520863616
"C57BL","Others","esn","TESK2",0.751347532277393
"C57BL","Others","esn","TIPARP",0.2545579
"C57BL","Others","esn","TMCC2",0.87026578261501
"C57BL","Others","esn","TMEM163",0.186388013100461
"C57BL","Others","esn","TMEM185B",0.910613756340551
"C57BL","Others","esn","TMEM198",0.650130106909828
"C57BL","Others","esn","TMEM237",0.924998041445823
"C57BL","Others","esn","TMEM35B",0.654496136309172
"C57BL","Others","esn","TNIK",0.550007873333288
"C57BL","Others","esn","TOPORS",0.327906819638116
"C57BL","Others","esn","TRIM14",0.849036580647139
"C57BL","Others","esn","TTI1",0.513144292249302
"C57BL","Others","esn","TTLL11",0.862983785332699
"C57BL","Others","esn","UCHL5",0.761272477115975
"C57BL","Others","esn","UQCRH",0.901002902359613
"C57BL","Others","esn","VWA3B",0.86865654700263
"C57BL","Others","esn","VWC2L",0.395028162522195
"C57BL","Others","esn","XKR4",0.889019813980938
"C57BL","Others","esn","YPEL4",0.408649482687193
"C57BL","Others","esn","ZCCHC17",0.701115481055891
"C57BL","Others","esn","ZFP704",0.75362339426425
"C57BL","Others","esn","ZGRF1",0.590628157525247
"C57BL","Others","esn","ZHX3",0.429060014756791
"C57BL","Others","esn","ZMYM6",0.581709912414918
"C57BL","Others","esn","ZNFX1",0.740306318072458
"C57BL","Others","esn","ZRANB2",0.47076924262336
"C57BL","Others","fasted blood glucose concentration","A830018L16RIK",0.7107457
"C57BL","Others","fasted blood glucose concentration","ACCSL",0.994216787198855
"C57BL","Others","fasted blood glucose concentration","ACP2",0.593785654283672
"C57BL","Others","fasted blood glucose concentration","ACTL6A",0.759998904073211
"C57BL","Others","fasted blood glucose concentration","ACTRT3",0.461041514813873
"C57BL","Others","fasted blood glucose concentration","ACVR2A",0.839583818096058
"C57BL","Others","fasted blood glucose concentration","ADAM30",0.659625991100115
"C57BL","Others","fasted blood glucose concentration","AHDC1",0.334873198268547
"C57BL","Others","fasted blood glucose concentration","AMPD2",0.111951127427784
"C57BL","Others","fasted blood glucose concentration","ANGPTL3",0.377933915403815
"C57BL","Others","fasted blood glucose concentration","ANKRD60",0.280270522132164
"C57BL","Others","fasted blood glucose concentration","AP4E1",0.657743823943779
"C57BL","Others","fasted blood glucose concentration","ARHGAP11A",0.835282359933522
"C57BL","Others","fasted blood glucose concentration","ARHGEF11",0.2281595
"C57BL","Others","fasted blood glucose concentration","ARID3C",0.161092818362821
"C57BL","Others","fasted blood glucose concentration","ASXL1",0.493905943564012
"C57BL","Others","fasted blood glucose concentration","ATXN7L2",0.408827504776551
"C57BL","Others","fasted blood glucose concentration","B3GALT2",0.333149595141278
"C57BL","Others","fasted blood glucose concentration","BCAR3",0.490355574267743
"C57BL","Others","fasted blood glucose concentration","BIRC7",0.581377338304541
"C57BL","Others","fasted blood glucose concentration","BLZF1",0.118979712347494
"C57BL","Others","fasted blood glucose concentration","CACNA1S",0.904021778883052
"C57BL","Others","fasted blood glucose concentration","CAMK1D",0.445026135182219
"C57BL","Others","fasted blood glucose concentration","CAPN8",0.848330758098534
"C57BL","Others","fasted blood glucose concentration","CAPZA1",0.992440381276052
"C57BL","Others","fasted blood glucose concentration","CCDC93",0.6467227
"C57BL","Others","fasted blood glucose concentration","CCL20",0.434539572013122
"C57BL","Others","fasted blood glucose concentration","CD84",0.205564263462566
"C57BL","Others","fasted blood glucose concentration","CDC14A",0.567390235352256
"C57BL","Others","fasted blood glucose concentration","CDNF",0.547391876986029
"C57BL","Others","fasted blood glucose concentration","CENPE",0.770067287799294
"C57BL","Others","fasted blood glucose concentration","CER1",0.668067042816295
"C57BL","Others","fasted blood glucose concentration","CHRM4",0.671440701069932
"C57BL","Others","fasted blood glucose concentration","CIMIP2B",0.419205062238836
"C57BL","Others","fasted blood glucose concentration","CNNM3",0.577574426964446
"C57BL","Others","fasted blood glucose concentration","CNOT9",0.0398622890458763
"C57BL","Others","fasted blood glucose concentration","CNR2",0.634337969480257
"C57BL","Others","fasted blood glucose concentration","COL16A1",0.396453915257141
"C57BL","Others","fasted blood glucose concentration","COQ4",0.23471825224219
"C57BL","Others","fasted blood glucose concentration","CRABP2",0.379800134797176
"C57BL","Others","fasted blood glucose concentration","CRACDL",0.466638840969704
"C57BL","Others","fasted blood glucose concentration","CRYGC",0.950457553486669
"C57BL","Others","fasted blood glucose concentration","CST9",0.398209014713564
"C57BL","Others","fasted blood glucose concentration","CSTAD",0.547615741797216
"C57BL","Others","fasted blood glucose concentration","CTSO",0.9958426
"C57BL","Others","fasted blood glucose concentration","D430041D05RIK",0.666103959869865
"C57BL","Others","fasted blood glucose concentration","DAPL1",0.591395149174483
"C57BL","Others","fasted blood glucose concentration","DDX31",0.255959370003292
"C57BL","Others","fasted blood glucose concentration","DHX35",0.852367830991029
"C57BL","Others","fasted blood glucose concentration","DNAH7B",0.2605994
"C57BL","Others","fasted blood glucose concentration","DNAJB14",0.651796561573059
"C57BL","Others","fasted blood glucose concentration","DNER",0.1389101
"C57BL","Others","fasted blood glucose concentration","DPP10",0.662694193884177
"C57BL","Others","fasted blood glucose concentration","DYTN",0.857427519826846
"C57BL","Others","fasted blood glucose concentration","ECHDC3",0.29586325394301
"C57BL","Others","fasted blood glucose concentration","EFCAB2",0.776351025902917
"C57BL","Others","fasted blood glucose concentration","ENKUR",0.73165899028941
"C57BL","Others","fasted blood glucose concentration","EXO5",0.721981284464432
"C57BL","Others","fasted blood glucose concentration","EYA3",0.971551848815046
"C57BL","Others","fasted blood glucose concentration","FABP3",0.0749343207863147
"C57BL","Others","fasted blood glucose concentration","FAM117B",0.748635847439213
"C57BL","Others","fasted blood glucose concentration","FASTKD2",0.1665419
"C57BL","Others","fasted blood glucose concentration","FBXO36",0.857456562573468
"C57BL","Others","fasted blood glucose concentration","FCGR3",0.563159524161918
"C57BL","Others","fasted blood glucose concentration","FCRLA",0.623129311402661
"C57BL","Others","fasted blood glucose concentration","FGF7",0.235422377338357
"C57BL","Others","fasted blood glucose concentration","FOCAD",0.707065376732068
"C57BL","Others","fasted blood glucose concentration","FOXO1",0.514371314567272
"C57BL","Others","fasted blood glucose concentration","FREY1",0.910518192554406
"C57BL","Others","fasted blood glucose concentration","FSBP",0.519247799999869
"C57BL","Others","fasted blood glucose concentration","GAPVD1",0.659649109241877
"C57BL","Others","fasted blood glucose concentration","GAR1",0.517058832226955
"C57BL","Others","fasted blood glucose concentration","GARNL3",0.594022061900845
"C57BL","Others","fasted blood glucose concentration","GFM1",0.44998297092512
"C57BL","Others","fasted blood glucose concentration","GPR63",0.489760339501177
"C57BL","Others","fasted blood glucose concentration","GYG1",0.237176776314452
"C57BL","Others","fasted blood glucose concentration","HPDL",0.902147600165434
"C57BL","Others","fasted blood glucose concentration","HTR2B",0.271887660476852
"C57BL","Others","fasted blood glucose concentration","ICOS",0.246017167950968
"C57BL","Others","fasted blood glucose concentration","IDH3B",0.429485892967066
"C57BL","Others","fasted blood glucose concentration","IKBKE",0.545793346825854
"C57BL","Others","fasted blood glucose concentration","IL1RL1",0.3496484
"C57BL","Others","fasted blood glucose concentration","IL2RA",0.373157066245001
"C57BL","Others","fasted blood glucose concentration","IL36RN",0.285741653952354
"C57BL","Others","fasted blood glucose concentration","INAVA",0.596231538059487
"C57BL","Others","fasted blood glucose concentration","INO80D",0.592055553042478
"C57BL","Others","fasted blood glucose concentration","ITGA8",0.800938096183076
"C57BL","Others","fasted blood glucose concentration","ITGB6",0.903509825330981
"C57BL","Others","fasted blood glucose concentration","KANSL1L",0.828574549260197
"C57BL","Others","fasted blood glucose concentration","KCNB2",0.280057813152921
"C57BL","Others","fasted blood glucose concentration","KCNH7",0.137949366243767
"C57BL","Others","fasted blood glucose concentration","KCNJ3",0.869452307284946
"C57BL","Others","fasted blood glucose concentration","KCNT1",0.858148252820874
"C57BL","Others","fasted blood glucose concentration","KIF26B",0.166649647127353
"C57BL","Others","fasted blood glucose concentration","KLF4",0.579946746988864
"C57BL","Others","fasted blood glucose concentration","KLHL12",0.702920346619875
"C57BL","Others","fasted blood glucose concentration","KTI12",0.0676177899321466
"C57BL","Others","fasted blood glucose concentration","LANCL1",0.449289229195023
"C57BL","Others","fasted blood glucose concentration","LCT",0.261124381895458
"C57BL","Others","fasted blood glucose concentration","LDLRAD1",0.230272064272108
"C57BL","Others","fasted blood glucose concentration","LIPT1",0.824157457086593
"C57BL","Others","fasted blood glucose concentration","MAP3K20",0.520328956155871
"C57BL","Others","fasted blood glucose concentration","MDK",0.767127078170085
"C57BL","Others","fasted blood glucose concentration","METTL18",0.59735454512004
"C57BL","Others","fasted blood glucose concentration","MGME1",0.917286448094622
"C57BL","Others","fasted blood glucose concentration","MMP16",0.185796330392984
"C57BL","Others","fasted blood glucose concentration","MNDAL",0.462392406615604
"C57BL","Others","fasted blood glucose concentration","MPZL1",0.663374657259771
"C57BL","Others","fasted blood glucose concentration","MROH8",0.468504527569905
"C57BL","Others","fasted blood glucose concentration","MYO1B",0.427878236329948
"C57BL","Others","fasted blood glucose concentration","MYO3B",0.480845910907932
"C57BL","Others","fasted blood glucose concentration","MYOM3",0.127256224872706
"C57BL","Others","fasted blood glucose concentration","NAXE",0.524151720730637
"C57BL","Others","fasted blood glucose concentration","NDUFA10",0.270921615498713
"C57BL","Others","fasted blood glucose concentration","NDUFB5",0.857921651654349
"C57BL","Others","fasted blood glucose concentration","NDUFS2",0.492960422559123
"C57BL","Others","fasted blood glucose concentration","NEK7",0.918429322044722
"C57BL","Others","fasted blood glucose concentration","NOXA1",0.183231139588902
"C57BL","Others","fasted blood glucose concentration","NPR2",0.468295525280517
"C57BL","Others","fasted blood glucose concentration","NSL1",0.646204297952791
"C57BL","Others","fasted blood glucose concentration","OGFR",0.983712306217296
"C57BL","Others","fasted blood glucose concentration","OR8H8",0.565732166247711
"C57BL","Others","fasted blood glucose concentration","ORC3",0.771032866204187
"C57BL","Others","fasted blood glucose concentration","P2RY14",1.43309378475287e-06
"C57BL","Others","fasted blood glucose concentration","PABPC4",0.0830387445167241
"C57BL","Others","fasted blood glucose concentration","PANK2",0.367418910485432
"C57BL","Others","fasted blood glucose concentration","PATJ",0.902423252200933
